AID,SID,CID,Activity Outcome,Target Accession,Target GeneID,Activity Value [uM],Activity Name,Assay Name,Assay Type,PubMed ID,RNAi,SMILES
511488,123087642,46929748,Unspecified,P00533,1956,1.0000000000,IC50,Inhibition of EGFR by HTRF assay,Confirmatory,20684549,,CNC1=NC=CC(=N1)C2=C(N=CC=C2)OC3=CC=C(C=C3)NC(=O)C4=CC=CC=C4NC5=CC=CC=C5
511826,123090740,24960018,Unspecified,P00533,1956,20.0000000000,IC50,Inhibition of EGFR by immunoprecipitation assay,Confirmatory,20188579,,C1=CC(=CC=C1CS/C(=C/C2=CC(=C(C=C2)F)[N+](=O)[O-])/C(=O)C3=CC=C(C=C3)C(=O)O)Br
512415,103245522,5291,Unspecified,P00533,1956,,,Inhibition of HER-1 activity at 10 uM by radiometric assay,Other,16415863,,CC1=C(C=C(C=C1)NC(=O)C2=CC=C(C=C2)CN3CCN(CC3)C)NC4=NC=CC(=N4)C5=CN=CC=C5
512415,103619538,5311510,Unspecified,P00533,1956,,,Inhibition of HER-1 activity at 10 uM by radiometric assay,Other,16415863,,C1=CC(=CC(=C1)C(=O)N)C2=CC(=NC=N2)NC3=CC=C(C=C3)OC(F)(F)F
512421,103619538,5311510,Unspecified,P00533,1956,,,Inhibition of human EGFR activity at 10 uM by radiometric assay,Other,16415863,,C1=CC(=CC(=C1)C(=O)N)C2=CC(=NC=N2)NC3=CC=C(C=C3)OC(F)(F)F
512421,103245522,5291,Unspecified,P00533,1956,,,Inhibition of human EGFR activity at 10 uM by radiometric assay,Other,16415863,,CC1=C(C=C(C=C1)NC(=O)C2=CC=C(C=C2)CN3CCN(CC3)C)NC4=NC=CC(=N4)C5=CN=CC=C5
512580,103244983,123631,Active,P00533,1956,0.0004000000,Ki,Inhibition of EGFR,Confirmatory,15975507,,COC1=C(C=C2C(=C1)N=CN=C2NC3=CC(=C(C=C3)F)Cl)OCCCN4CCOCC4
513127,103478921,9916282,Active,P00533,1956,0.8000000000,IC50,Inhibition of EGFR kinase,Confirmatory,16783341,,COC1=C(C=C2C(=C1)C(=NC=N2)NC3=NC=C(S3)CC(=O)NC4=CC(=CC=C4)F)OCCCN5CCC(CC5)CO
513986,103175813,5329102,Unspecified,P00533,1956,172.1000000000,IC50,Inhibition of EGFR expressed in human A431 cells,Confirmatory,20558072,,CCN(CC)CCNC(=O)C1=C(NC(=C1C)/C=C\2/C3=C(C=CC(=C3)F)NC2=O)C
513986,123084860,52941368,Unspecified,P00533,1956,253.6000000000,IC50,Inhibition of EGFR expressed in human A431 cells,Confirmatory,20558072,,CN1C(=CC2=C1N=C(N=C2N(C)C3=CC(=CC=C3)Br)N)CC4=CC=CC=C4
513986,103177459,176870,Active,P00533,1956,1.2000000000,IC50,Inhibition of EGFR expressed in human A431 cells,Confirmatory,20558072,,COCCOC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC=CC(=C3)C#C)OCCOC
513986,103200288,4705,Active,P00533,1956,0.2300000000,IC50,Inhibition of EGFR expressed in human A431 cells,Confirmatory,20558072,,COC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=CC=C3)Br)OC
513986,103642181,3008958,Active,P00533,1956,1.6700000000,IC50,Inhibition of EGFR expressed in human A431 cells,Confirmatory,20558072,,C1=CC=C(C=C1)CC2=CC3=C(N2)N=C(N=C3NC4=CC(=CC=C4)Br)N
513986,103751159,3008962,Unspecified,P00533,1956,12.6200000000,IC50,Inhibition of EGFR expressed in human A431 cells,Confirmatory,20558072,,COC1=CC(=C(C=C1)OC)CC2=CC3=C(N2)N=C(N=C3NC4=CC(=CC=C4)Br)N
513986,123084924,46912444,Unspecified,P00533,1956,31.2000000000,IC50,Inhibition of EGFR expressed in human A431 cells,Confirmatory,20558072,,CC1=CC=CC=C1CC2=CC3=C(N2)N=C(N=C3N(C)C4=CC(=CC=C4)Br)N
513986,123091768,46912443,Unspecified,P00533,1956,200.0000000000,IC50,Inhibition of EGFR expressed in human A431 cells,Confirmatory,20558072,,CN1C(=CC2=C(N=C(N=C21)N)NC3=CC(=CC=C3)Br)CC4=CC=CC=C4
513986,123094275,46912546,Active,P00533,1956,0.5000000000,IC50,Inhibition of EGFR expressed in human A431 cells,Confirmatory,20558072,,CN1C(=CC2=C1N=C(N=C2N(C)C3=CC(=CC=C3)Br)N)CC4=C(C=CC(=C4)OC)OC
513986,123089639,46912446,Unspecified,P00533,1956,143.5000000000,IC50,Inhibition of EGFR expressed in human A431 cells,Confirmatory,20558072,,CN(C1=CC(=CC=C1)Br)C2=NC(=NC3=C2C=C(N3)CC4=C(C=CC(=C4)OC)OC)N
513986,123096591,52947574,Unspecified,P00533,1956,200.0000000000,IC50,Inhibition of EGFR expressed in human A431 cells,Confirmatory,20558072,,CN1C(=CC2=C(N=C(N=C21)N)NC3=CC(=CC=C3)Br)CC4=C(C=CC(=C4)OC)OC
513986,123101050,52949915,Unspecified,P00533,1956,12.8000000000,IC50,Inhibition of EGFR expressed in human A431 cells,Confirmatory,20558072,,CC1=CC=CC=C1CC2=CC3=C(N=C(N=C3N2C)N)NC4=CC(=CC=C4)Br
513986,123101127,46912445,Active,P00533,1956,1.2000000000,IC50,Inhibition of EGFR expressed in human A431 cells,Confirmatory,20558072,,CC1=CC=CC=C1CC2=CC3=C(N2C)N=C(N=C3N(C)C4=CC(=CC=C4)Br)N
513986,103751158,3008961,Active,P00533,1956,9.1900000000,IC50,Inhibition of EGFR expressed in human A431 cells,Confirmatory,20558072,,CC1=CC=CC=C1CC2=CC3=C(N2)N=C(N=C3NC4=CC(=CC=C4)Br)N
513986,123098639,52948634,Unspecified,P00533,1956,53.1000000000,IC50,Inhibition of EGFR expressed in human A431 cells,Confirmatory,20558072,,CN(C1=CC(=CC=C1)Br)C2=NC(=NC3=C2C=C(N3)CC4=CC=CC=C4)N
514033,103694293,10077147,Unspecified,P00533,1956,,,Inhibition of EGFR at 1 uM in presence of 10 uM ATP by Select Screen kinase assay relative to untreated control,Other,19465931,,C1CCN(C1)C(=O)NC2=CC=CC(=C2)NC3=NC=C(C(=N3)NCCCNC(=O)C4=CC=CS4)I
514033,103491159,10172943,Unspecified,P00533,1956,,,Inhibition of EGFR at 1 uM in presence of 10 uM ATP by Select Screen kinase assay relative to untreated control,Other,19465931,,CC1=C2C=C(C=CC2=NN1)C3=CC(=CN=C3)OC[C@H](CC4=CNC5=CC=CC=C54)N
514033,123100925,25243801,Unspecified,P00533,1956,,,Inhibition of EGFR at 1 uM in presence of 10 uM ATP by Select Screen kinase assay relative to untreated control,Other,19465931,,COC1=CC=CC=C1N2CCN(CC2)C3=NC=NC4=NNC(=C43)Br
514034,103694293,10077147,Unspecified,P00533,,,,Inhibition of EGFR L858R mutant at 1 uM in presence of 10 uM ATP by Select Screen kinase assay relative to untreated control,Other,19465931,,C1CCN(C1)C(=O)NC2=CC=CC(=C2)NC3=NC=C(C(=N3)NCCCNC(=O)C4=CC=CS4)I
514034,103491159,10172943,Unspecified,P00533,,,,Inhibition of EGFR L858R mutant at 1 uM in presence of 10 uM ATP by Select Screen kinase assay relative to untreated control,Other,19465931,,CC1=C2C=C(C=CC2=NN1)C3=CC(=CN=C3)OC[C@H](CC4=CNC5=CC=CC=C54)N
514034,123100925,25243801,Unspecified,P00533,,,,Inhibition of EGFR L858R mutant at 1 uM in presence of 10 uM ATP by Select Screen kinase assay relative to untreated control,Other,19465931,,COC1=CC=CC=C1N2CCN(CC2)C3=NC=NC4=NNC(=C43)Br
514035,103491159,10172943,Unspecified,P00533,,,,Inhibition of EGFR L861Q mutant at 1 uM in presence of 10 uM ATP by Select Screen kinase assay relative to untreated control,Other,19465931,,CC1=C2C=C(C=CC2=NN1)C3=CC(=CN=C3)OC[C@H](CC4=CNC5=CC=CC=C54)N
514035,123100925,25243801,Unspecified,P00533,,,,Inhibition of EGFR L861Q mutant at 1 uM in presence of 10 uM ATP by Select Screen kinase assay relative to untreated control,Other,19465931,,COC1=CC=CC=C1N2CCN(CC2)C3=NC=NC4=NNC(=C43)Br
514035,103694293,10077147,Unspecified,P00533,,,,Inhibition of EGFR L861Q mutant at 1 uM in presence of 10 uM ATP by Select Screen kinase assay relative to untreated control,Other,19465931,,C1CCN(C1)C(=O)NC2=CC=CC(=C2)NC3=NC=C(C(=N3)NCCCNC(=O)C4=CC=CS4)I
515896,123084702,15949613,Unspecified,P00533,1956,10.0000000000,IC50,Inhibition of EGFR,Confirmatory,20833055,,CN1C=CC2=C1C(=NC=N2)OC3=CC(=C(C=C3)NC(=O)NC4=CC=CC(=C4)C(F)(F)F)F
516619,104246364,46864262,Inactive,P00533,1956,,,Inhibition of EGFR at 10 uM relative to control,Other,20732813,,CCNC(=O)NCC1=CC=CC=C1C2=CC(=NC(=N2)NCCN(C)C)C3=CN=C(S3)NC(C)C
517218,123094387,11847343,Unspecified,P00533,1956,10.0000000000,IC50,Inhibition of EGFR1,Confirmatory,20817473,,C1CCN(C1)C[C@H](C2=CC=CC=C2)NC(=O)C3=CC4=C(S3)C(=NN4)NC(=O)C5=CC=C(C=C5)N6CCOCC6
517320,123085108,52941514,Active,P00533,1956,0.8520000000,IC50,Inhibition of EGFR L858 mutant,Confirmatory,20817523,,CN1CCN(CC1)C2CCC(CC2)N3C4=NC=NC(=C4C(=N3)C5=CC(=C(C=C5)NC6=NC7=C(O6)C(=CC=C7)Cl)F)N
517320,123085109,52941515,Active,P00533,1956,1.1300000000,IC50,Inhibition of EGFR L858 mutant,Confirmatory,20817523,,CC1=CC2=C(C(=C1)Cl)OC(=N2)NC3=CC=C(C=C3)C4=NN(C5=NC=NC(=C45)N)C6CCC(CC6)N7CCN(CC7)C
517320,123087387,52942747,Active,Q15303,2066,0.5300000000,IC50,Inhibition of EGFR L858 mutant,Confirmatory,20817523,,CC1=C(C=CC(=C1)NC2=NC3=C(O2)C(=CC=C3)Cl)C4=NN(C5=NC=NC(=C45)N)C6CCC(CC6)N7CCN(CC7)C
517320,123087624,52942861,Active,P21860,2065,3.5900000000,IC50,Inhibition of EGFR L858 mutant,Confirmatory,20817523,,CN1CCN(CC1)C2CCC(CC2)N3C4=NC=NC(=C4C(=N3)C5=CC=C(C=C5)NC6=NC7=CC=CC(=C7O6)C(=O)OC)N
517320,123087720,20817111,Active,P04626,2064,0.0315000000,IC50,Inhibition of EGFR L858 mutant,Confirmatory,20817523,,CN1CCN(CC1)C2CCC(CC2)N3C4=NC=NC(=C4C(=N3)C5=CC=C(C=C5)NC6=NC7=C(O6)C(=CC=C7)Cl)N
517320,123087720,20817111,Active,Q15303,2066,0.0315000000,IC50,Inhibition of EGFR L858 mutant,Confirmatory,20817523,,CN1CCN(CC1)C2CCC(CC2)N3C4=NC=NC(=C4C(=N3)C5=CC=C(C=C5)NC6=NC7=C(O6)C(=CC=C7)Cl)N
517320,123090493,20817086,Active,P04626,2064,1.6600000000,IC50,Inhibition of EGFR L858 mutant,Confirmatory,20817523,,CN1CCN(CC1)C2CCC(CC2)N3C4=NC=NC(=C4C(=N3)C5=CC=C(C=C5)NC6=NC7=CC=CC=C7O6)N
517320,123094321,52946371,Active,P00533,1956,0.3220000000,IC50,Inhibition of EGFR L858 mutant,Confirmatory,20817523,,CC(C)N1CCN(CC1)C2CCC(CC2)N3C4=NC=NC(=C4C(=N3)C5=CC=C(C=C5)NC6=NC7=C(O6)C(=CC=C7)Cl)N
517320,123094322,52946372,Active,P04626,2064,0.2640000000,IC50,Inhibition of EGFR L858 mutant,Confirmatory,20817523,,COCCCN1CCC(CC1)N2CCC(CC2)N3C4=NC=NC(=C4C(=N3)C5=CC=C(C=C5)NC6=NC7=C(O6)C(=CC=C7)Cl)N
517320,123094542,52946470,Active,Q15303,2066,0.0860000000,IC50,Inhibition of EGFR L858 mutant,Confirmatory,20817523,,CN1CCN(CC1)C2CCC(CC2)N3C4=NC=NC(=C4C(=N3)C5=C(C=C(C=C5)NC6=NC7=C(O6)C(=CC=C7)Cl)Cl)N
517320,123094615,52946503,Active,P21860,2065,1.0200000000,IC50,Inhibition of EGFR L858 mutant,Confirmatory,20817523,,C1CC(CCC1N2CCOCC2)N3C4=NC=NC(=C4C(=N3)C5=CC=C(C=C5)NC6=NC7=C(O6)C(=CC=C7)Cl)N
517320,123096639,52946371,Active,P00533,1956,0.0537000000,IC50,Inhibition of EGFR L858 mutant,Confirmatory,20817523,,CC(C)N1CCN(CC1)C2CCC(CC2)N3C4=NC=NC(=C4C(=N3)C5=CC=C(C=C5)NC6=NC7=C(O6)C(=CC=C7)Cl)N
517320,123096640,52947602,Active,P21860,2065,0.8740000000,IC50,Inhibition of EGFR L858 mutant,Confirmatory,20817523,,COCCCN1CCN(CC1)C2CCC(CC2)N3C4=NC=NC(=C4C(=N3)C5=CC=C(C=C5)NC6=NC7=C(O6)C(=CC=C7)Cl)N
517320,123096641,52947603,Active,P21860,2065,0.0630000000,IC50,Inhibition of EGFR L858 mutant,Confirmatory,20817523,,CN1CCN(CC1)C2CCC(CC2)N3C4=NC=NC(=C4C(=N3)C5=CC(=C(C=C5)NC6=NC7=C(O6)C(=CC=C7)Cl)Cl)N
517320,123096642,52947604,Active,P04626,2064,0.1560000000,IC50,Inhibition of EGFR L858 mutant,Confirmatory,20817523,,CC1=C(C=CC(=C1)C2=NN(C3=NC=NC(=C23)N)C4CCC(CC4)N5CCN(CC5)C)NC6=NC7=C(O6)C(=CC=C7)Cl
517320,123096642,52947604,Active,Q15303,2066,0.1560000000,IC50,Inhibition of EGFR L858 mutant,Confirmatory,20817523,,CC1=C(C=CC(=C1)C2=NN(C3=NC=NC(=C23)N)C4CCC(CC4)N5CCN(CC5)C)NC6=NC7=C(O6)C(=CC=C7)Cl
517320,123098951,20817096,Active,P00533,1956,0.6390000000,IC50,Inhibition of EGFR L858 mutant,Confirmatory,20817523,,CN1CCN(CC1)C2CCC(CC2)N3C4=NC=NC(=C4C(=N3)C5=CC=C(C=C5)NC6=NC7=C(O6)C(=CC(=C7)Cl)Cl)N
517320,123098951,20817096,Active,Q15303,2066,0.6390000000,IC50,Inhibition of EGFR L858 mutant,Confirmatory,20817523,,CN1CCN(CC1)C2CCC(CC2)N3C4=NC=NC(=C4C(=N3)C5=CC=C(C=C5)NC6=NC7=C(O6)C(=CC(=C7)Cl)Cl)N
517320,123098952,52948817,Active,P00533,1956,1.8400000000,IC50,Inhibition of EGFR L858 mutant,Confirmatory,20817523,,CN(C)C(=O)CN1CCN(CC1)C2CCC(CC2)N3C4=NC=NC(=C4C(=N3)C5=CC=C(C=C5)NC6=NC7=C(O6)C(=CC=C7)Cl)N
517320,123098952,52948817,Active,P21860,2065,1.8400000000,IC50,Inhibition of EGFR L858 mutant,Confirmatory,20817523,,CN(C)C(=O)CN1CCN(CC1)C2CCC(CC2)N3C4=NC=NC(=C4C(=N3)C5=CC=C(C=C5)NC6=NC7=C(O6)C(=CC=C7)Cl)N
517320,123099174,52947602,Active,P00533,1956,0.1080000000,IC50,Inhibition of EGFR L858 mutant,Confirmatory,20817523,,COCCCN1CCN(CC1)C2CCC(CC2)N3C4=NC=NC(=C4C(=N3)C5=CC=C(C=C5)NC6=NC7=C(O6)C(=CC=C7)Cl)N
517320,123099174,52947602,Active,P21860,2065,0.1080000000,IC50,Inhibition of EGFR L858 mutant,Confirmatory,20817523,,COCCCN1CCN(CC1)C2CCC(CC2)N3C4=NC=NC(=C4C(=N3)C5=CC=C(C=C5)NC6=NC7=C(O6)C(=CC=C7)Cl)N
517320,123101233,20817080,Active,P00533,1956,2.2700000000,IC50,Inhibition of EGFR L858 mutant,Confirmatory,20817523,,CC1=CC(=C2C(=C1)N=C(O2)NC3=C(C=C(C=C3)C4=NN(C5=NC=NC(=C45)N)C6CCC(CC6)N7CCN(CC7)C)F)C
517320,123101234,52950015,Active,Q15303,2066,1.4500000000,IC50,Inhibition of EGFR L858 mutant,Confirmatory,20817523,,CC1=CC2=C(C(=C1)Br)OC(=N2)NC3=C(C=C(C=C3)C4=CN(C5=NC=NC(=C45)N)C6CCC(CC6)N7CCN(CC7)C)F
517320,123101235,52950016,Active,P00533,1956,2.8100000000,IC50,Inhibition of EGFR L858 mutant,Confirmatory,20817523,,CN1CCN(CC1)C2CCC(CC2)N3C4=NC=NC(=C4C(=N3)C5=CC=C(C=C5)NC6=NC7=CC=CC(=C7O6)C#N)N
517320,123101235,52950016,Active,P21860,2065,2.8100000000,IC50,Inhibition of EGFR L858 mutant,Confirmatory,20817523,,CN1CCN(CC1)C2CCC(CC2)N3C4=NC=NC(=C4C(=N3)C5=CC=C(C=C5)NC6=NC7=CC=CC(=C7O6)C#N)N
517320,123101237,52941514,Active,P04626,2064,0.0370000000,IC50,Inhibition of EGFR L858 mutant,Confirmatory,20817523,,CN1CCN(CC1)C2CCC(CC2)N3C4=NC=NC(=C4C(=N3)C5=CC(=C(C=C5)NC6=NC7=C(O6)C(=CC=C7)Cl)F)N
517320,123101237,52941514,Active,Q15303,2066,0.0370000000,IC50,Inhibition of EGFR L858 mutant,Confirmatory,20817523,,CN1CCN(CC1)C2CCC(CC2)N3C4=NC=NC(=C4C(=N3)C5=CC(=C(C=C5)NC6=NC7=C(O6)C(=CC=C7)Cl)F)N
517320,123085108,52941514,Active,P21860,2065,0.8520000000,IC50,Inhibition of EGFR L858 mutant,Confirmatory,20817523,,CN1CCN(CC1)C2CCC(CC2)N3C4=NC=NC(=C4C(=N3)C5=CC(=C(C=C5)NC6=NC7=C(O6)C(=CC=C7)Cl)F)N
517320,123087386,52942746,Active,P00533,1956,1.4700000000,IC50,Inhibition of EGFR L858 mutant,Confirmatory,20817523,,CN1CCN(CC1)C2CCC(CC2)N3C4=NC=NC(=C4C(=N3)C5=CC(=C(C=C5)NC6=NC7=C(O6)C=CC(=C7)Cl)F)N
517320,123087386,52942746,Active,P04626,2064,1.4700000000,IC50,Inhibition of EGFR L858 mutant,Confirmatory,20817523,,CN1CCN(CC1)C2CCC(CC2)N3C4=NC=NC(=C4C(=N3)C5=CC(=C(C=C5)NC6=NC7=C(O6)C=CC(=C7)Cl)F)N
517320,123087386,52942746,Active,Q15303,2066,1.4700000000,IC50,Inhibition of EGFR L858 mutant,Confirmatory,20817523,,CN1CCN(CC1)C2CCC(CC2)N3C4=NC=NC(=C4C(=N3)C5=CC(=C(C=C5)NC6=NC7=C(O6)C=CC(=C7)Cl)F)N
517320,123087720,20817111,Active,P00533,1956,0.0315000000,IC50,Inhibition of EGFR L858 mutant,Confirmatory,20817523,,CN1CCN(CC1)C2CCC(CC2)N3C4=NC=NC(=C4C(=N3)C5=CC=C(C=C5)NC6=NC7=C(O6)C(=CC=C7)Cl)N
517320,123089476,52943781,Active,P00533,1956,0.0990000000,IC50,Inhibition of EGFR L858 mutant,Confirmatory,20817523,,CN1CCC(CC1)N2CCC(CC2)N3C4=NC=NC(=C4C(=N3)C5=CC=C(C=C5)NC6=NC7=C(O6)C(=CC=C7)Cl)N
517320,123089476,52943781,Active,P04626,2064,0.0990000000,IC50,Inhibition of EGFR L858 mutant,Confirmatory,20817523,,CN1CCC(CC1)N2CCC(CC2)N3C4=NC=NC(=C4C(=N3)C5=CC=C(C=C5)NC6=NC7=C(O6)C(=CC=C7)Cl)N
517320,123089476,52943781,Active,P21860,2065,0.0990000000,IC50,Inhibition of EGFR L858 mutant,Confirmatory,20817523,,CN1CCC(CC1)N2CCC(CC2)N3C4=NC=NC(=C4C(=N3)C5=CC=C(C=C5)NC6=NC7=C(O6)C(=CC=C7)Cl)N
517320,123089476,52943781,Active,Q15303,2066,0.0990000000,IC50,Inhibition of EGFR L858 mutant,Confirmatory,20817523,,CN1CCC(CC1)N2CCC(CC2)N3C4=NC=NC(=C4C(=N3)C5=CC=C(C=C5)NC6=NC7=C(O6)C(=CC=C7)Cl)N
517320,123090493,20817086,Active,P21860,2065,1.6600000000,IC50,Inhibition of EGFR L858 mutant,Confirmatory,20817523,,CN1CCN(CC1)C2CCC(CC2)N3C4=NC=NC(=C4C(=N3)C5=CC=C(C=C5)NC6=NC7=CC=CC=C7O6)N
517320,123090493,20817086,Active,Q15303,2066,1.6600000000,IC50,Inhibition of EGFR L858 mutant,Confirmatory,20817523,,CN1CCN(CC1)C2CCC(CC2)N3C4=NC=NC(=C4C(=N3)C5=CC=C(C=C5)NC6=NC7=CC=CC=C7O6)N
517320,123094615,52946503,Active,P00533,1956,1.0200000000,IC50,Inhibition of EGFR L858 mutant,Confirmatory,20817523,,C1CC(CCC1N2CCOCC2)N3C4=NC=NC(=C4C(=N3)C5=CC=C(C=C5)NC6=NC7=C(O6)C(=CC=C7)Cl)N
517320,123094615,52946503,Active,P04626,2064,1.0200000000,IC50,Inhibition of EGFR L858 mutant,Confirmatory,20817523,,C1CC(CCC1N2CCOCC2)N3C4=NC=NC(=C4C(=N3)C5=CC=C(C=C5)NC6=NC7=C(O6)C(=CC=C7)Cl)N
517320,123096639,52946371,Active,P21860,2065,0.0537000000,IC50,Inhibition of EGFR L858 mutant,Confirmatory,20817523,,CC(C)N1CCN(CC1)C2CCC(CC2)N3C4=NC=NC(=C4C(=N3)C5=CC=C(C=C5)NC6=NC7=C(O6)C(=CC=C7)Cl)N
517320,123098952,52948817,Active,P04626,2064,1.8400000000,IC50,Inhibition of EGFR L858 mutant,Confirmatory,20817523,,CN(C)C(=O)CN1CCN(CC1)C2CCC(CC2)N3C4=NC=NC(=C4C(=N3)C5=CC=C(C=C5)NC6=NC7=C(O6)C(=CC=C7)Cl)N
517320,123099174,52947602,Active,P04626,2064,0.1080000000,IC50,Inhibition of EGFR L858 mutant,Confirmatory,20817523,,COCCCN1CCN(CC1)C2CCC(CC2)N3C4=NC=NC(=C4C(=N3)C5=CC=C(C=C5)NC6=NC7=C(O6)C(=CC=C7)Cl)N
517320,123101235,52950016,Active,Q15303,2066,2.8100000000,IC50,Inhibition of EGFR L858 mutant,Confirmatory,20817523,,CN1CCN(CC1)C2CCC(CC2)N3C4=NC=NC(=C4C(=N3)C5=CC=C(C=C5)NC6=NC7=CC=CC(=C7O6)C#N)N
517320,123101236,52950017,Active,P00533,1956,0.0970000000,IC50,Inhibition of EGFR L858 mutant,Confirmatory,20817523,,CC(C)N1CCC(CC1)N2CCC(CC2)N3C4=NC=NC(=C4C(=N3)C5=CC=C(C=C5)NC6=NC7=C(O6)C(=CC=C7)Cl)N
517320,123101236,52950017,Active,P04626,2064,0.0970000000,IC50,Inhibition of EGFR L858 mutant,Confirmatory,20817523,,CC(C)N1CCC(CC1)N2CCC(CC2)N3C4=NC=NC(=C4C(=N3)C5=CC=C(C=C5)NC6=NC7=C(O6)C(=CC=C7)Cl)N
517320,123101236,52950017,Active,P21860,2065,0.0970000000,IC50,Inhibition of EGFR L858 mutant,Confirmatory,20817523,,CC(C)N1CCC(CC1)N2CCC(CC2)N3C4=NC=NC(=C4C(=N3)C5=CC=C(C=C5)NC6=NC7=C(O6)C(=CC=C7)Cl)N
517320,123101236,52950017,Active,Q15303,2066,0.0970000000,IC50,Inhibition of EGFR L858 mutant,Confirmatory,20817523,,CC(C)N1CCC(CC1)N2CCC(CC2)N3C4=NC=NC(=C4C(=N3)C5=CC=C(C=C5)NC6=NC7=C(O6)C(=CC=C7)Cl)N
517320,123085109,52941515,Active,P04626,2064,1.1300000000,IC50,Inhibition of EGFR L858 mutant,Confirmatory,20817523,,CC1=CC2=C(C(=C1)Cl)OC(=N2)NC3=CC=C(C=C3)C4=NN(C5=NC=NC(=C45)N)C6CCC(CC6)N7CCN(CC7)C
517320,123085109,52941515,Active,P21860,2065,1.1300000000,IC50,Inhibition of EGFR L858 mutant,Confirmatory,20817523,,CC1=CC2=C(C(=C1)Cl)OC(=N2)NC3=CC=C(C=C3)C4=NN(C5=NC=NC(=C45)N)C6CCC(CC6)N7CCN(CC7)C
517320,123087387,52942747,Active,P00533,1956,0.5300000000,IC50,Inhibition of EGFR L858 mutant,Confirmatory,20817523,,CC1=C(C=CC(=C1)NC2=NC3=C(O2)C(=CC=C3)Cl)C4=NN(C5=NC=NC(=C45)N)C6CCC(CC6)N7CCN(CC7)C
517320,123087387,52942747,Active,P04626,2064,0.5300000000,IC50,Inhibition of EGFR L858 mutant,Confirmatory,20817523,,CC1=C(C=CC(=C1)NC2=NC3=C(O2)C(=CC=C3)Cl)C4=NN(C5=NC=NC(=C45)N)C6CCC(CC6)N7CCN(CC7)C
517320,123087624,52942861,Active,P00533,1956,3.5900000000,IC50,Inhibition of EGFR L858 mutant,Confirmatory,20817523,,CN1CCN(CC1)C2CCC(CC2)N3C4=NC=NC(=C4C(=N3)C5=CC=C(C=C5)NC6=NC7=CC=CC(=C7O6)C(=O)OC)N
517320,123092901,20817111,Active,P04626,2064,0.3930000000,IC50,Inhibition of EGFR L858 mutant,Confirmatory,20817523,,CN1CCN(CC1)C2CCC(CC2)N3C4=NC=NC(=C4C(=N3)C5=CC=C(C=C5)NC6=NC7=C(O6)C(=CC=C7)Cl)N
517320,123092901,20817111,Active,P21860,2065,0.3930000000,IC50,Inhibition of EGFR L858 mutant,Confirmatory,20817523,,CN1CCN(CC1)C2CCC(CC2)N3C4=NC=NC(=C4C(=N3)C5=CC=C(C=C5)NC6=NC7=C(O6)C(=CC=C7)Cl)N
517320,123094321,52946371,Active,P21860,2065,0.3220000000,IC50,Inhibition of EGFR L858 mutant,Confirmatory,20817523,,CC(C)N1CCN(CC1)C2CCC(CC2)N3C4=NC=NC(=C4C(=N3)C5=CC=C(C=C5)NC6=NC7=C(O6)C(=CC=C7)Cl)N
517320,123094321,52946371,Active,Q15303,2066,0.3220000000,IC50,Inhibition of EGFR L858 mutant,Confirmatory,20817523,,CC(C)N1CCN(CC1)C2CCC(CC2)N3C4=NC=NC(=C4C(=N3)C5=CC=C(C=C5)NC6=NC7=C(O6)C(=CC=C7)Cl)N
517320,123094322,52946372,Active,Q15303,2066,0.2640000000,IC50,Inhibition of EGFR L858 mutant,Confirmatory,20817523,,COCCCN1CCC(CC1)N2CCC(CC2)N3C4=NC=NC(=C4C(=N3)C5=CC=C(C=C5)NC6=NC7=C(O6)C(=CC=C7)Cl)N
517320,123094542,52946470,Active,P04626,2064,0.0860000000,IC50,Inhibition of EGFR L858 mutant,Confirmatory,20817523,,CN1CCN(CC1)C2CCC(CC2)N3C4=NC=NC(=C4C(=N3)C5=C(C=C(C=C5)NC6=NC7=C(O6)C(=CC=C7)Cl)Cl)N
517320,123096640,52947602,Active,P00533,1956,0.8740000000,IC50,Inhibition of EGFR L858 mutant,Confirmatory,20817523,,COCCCN1CCN(CC1)C2CCC(CC2)N3C4=NC=NC(=C4C(=N3)C5=CC=C(C=C5)NC6=NC7=C(O6)C(=CC=C7)Cl)N
517320,123096640,52947602,Active,P04626,2064,0.8740000000,IC50,Inhibition of EGFR L858 mutant,Confirmatory,20817523,,COCCCN1CCN(CC1)C2CCC(CC2)N3C4=NC=NC(=C4C(=N3)C5=CC=C(C=C5)NC6=NC7=C(O6)C(=CC=C7)Cl)N
517320,123096640,52947602,Active,Q15303,2066,0.8740000000,IC50,Inhibition of EGFR L858 mutant,Confirmatory,20817523,,COCCCN1CCN(CC1)C2CCC(CC2)N3C4=NC=NC(=C4C(=N3)C5=CC=C(C=C5)NC6=NC7=C(O6)C(=CC=C7)Cl)N
517320,123096641,52947603,Active,P00533,1956,0.0630000000,IC50,Inhibition of EGFR L858 mutant,Confirmatory,20817523,,CN1CCN(CC1)C2CCC(CC2)N3C4=NC=NC(=C4C(=N3)C5=CC(=C(C=C5)NC6=NC7=C(O6)C(=CC=C7)Cl)Cl)N
